Genero;Casado;Edad;Graduado;Profesion;Experiencia laboral;Gastoscore;Family_Size;Ingresos anuales brutos;Digital_encuesta;Gasto_medio_mensual_cuota;Abandono;Dias_cliente;Campanna_anno;Cluster
F;Si;41;No;Ingeniero;15;Bajo;2;52130;1.652;30;0;450;3.0;0
M;Si;76;No;Servicios;25;Bajo;1;91780;0.915;120;0;320;0.5;4
F;Si;98;Si;Otros;25;Medio;4;47935;1.228;30;1;385;3.0;1
M;No;32;Si;Funcionario;15;Bajo;6;22288;0.824;30;0;429;3.0;0
M;No;20;No;Funcionario;5;Bajo;4;23179;3.03;30;0;513;4.0;0
M;Si;89;Si;Servicios;25;Alto;2;71110;1.463;50;0;527;1.0;3
M;Si;50;Si;Ejecutivo;25;Medio;4;25062;0.915;30;0;350;0.5;1
M;Si;33;Si;Otros;15;Bajo;2;29208;0.916;30;0;466;3.0;0
M;Si;39;No;Artista;15;Bajo;3;23951;1.744;30;0;473;3.0;0
F;No;34;Si;Medico;15;Bajo;2;29991;1.077;30;0;496;3.0;0
F;Si;58;No;Ingeniero;25;Medio;4;86213;0.603;30;0;386;3.0;3
M;No;40;Si;Medico;15;Bajo;1;86967;1.905;50;0;418;1.0;1
M;Si;41;Si;Otros;15;Bajo;2;71491;0.893;50;0;474;3.0;3
M;Si;33;Si;Medico;15;Medio;2;20353;1.698;30;0;382;3.0;0
M;Si;54;Si;Negocios/empresa;25;Bajo;5;118203;0.896;30;0;308;0.5;1
M;Si;74;Si;Ejecutivo;25;Alto;4;104993;1.756;80;0;308;0.5;1
M;No;52;No;Otros;25;Bajo;1;74847;0.896;30;0;345;0.5;1
F;No;33;No;Funcionario;15;Bajo;1;20776;1.514;30;1;308;0.5;2
F;;22;No;Negocios/empresa;5;Alto;2;20579;2.72;30;0;595;4.0;0
M;No;45;Si;Medico;25;Bajo;2;38171;0.686;50;0;566;4.0;3
M;No;32;No;Funcionario;15;Bajo;5;23726;1.514;30;0;367;3.0;0
F;No;53;Si;Artista;25;Bajo;1;32678;0.935;30;0;330;0.5;1
F;Si;67;Si;Artista;25;Bajo;1;21784;11.305;30;0;331;0.5;1
F;No;25;No;Funcionario;5;Bajo;4;28820;1.443;30;1;362;0.5;2
F;No;32;No;Negocios/empresa;15;Bajo;3;28665;1.56;30;0;368;3.0;0
M;No;47;Si;Artista;25;Bajo;4;66328;0.642;80;0;526;4.0;3
M;Si;63;Si;Otros;25;Bajo;1;41189;0.935;50;0;397;3.0;3
M;Si;96;No;Artista;25;Bajo;1;92194;1.287;120;0;408;3.0;4
M;Si;44;Si;Artista;25;Medio;2;107259;0.709;50;0;344;0.5;1
F;No;42;Si;Artista;25;Bajo;7;27861;1.031;30;0;323;0.5;2
F;No;34;No;Medico;15;Bajo;2;23215;1.744;30;0;397;3.0;0
M;No;41;Si;Funcionario;15;Bajo;2;106408;1.767;50;0;363;0.5;1
F;Si;44;Si;Medico;25;Bajo;2;34742;0.778;30;0;566;4.0;3
F;No;25;No;Funcionario;5;Bajo;2;23493;13.395;30;0;356;0.5;2
M;No;30;Si;Funcionario;5;Bajo;2;25362;0.778;30;0;428;3.0;0
M;Si;55;No;Otros;25;Medio;3;30490;1.013;30;0;449;3.0;3
M;No;41;Si;Medico;15;Bajo;3;106687;1.215;30;0;506;4.0;3
M;Si;32;Si;Funcionario;15;Bajo;3;19166;1.399;30;0;598;4.0;0
M;No;23;No;Negocios/empresa;5;Bajo;5;15965;2.754;30;0;521;4.0;0
F;Si;46;Si;Artista;25;Medio;4;83553;1.619;80;1;352;0.5;1
M;No;32;No;Funcionario;15;Bajo;6;22765;0.847;30;0;383;3.0;0
F;No;42;Si;Medico;25;Bajo;2;61375;1.353;50;1;304;0.5;1
M;Si;61;Si;Medico;25;Bajo;1;85917;1.404;50;0;447;1.0;3
M;Si;55;Si;Artista;25;Medio;2;116070;1.639;50;1;369;3.0;1
M;No;40;Si;Artista;15;Bajo;3;123892;1.813;200;1;349;0.5;1
M;Si;57;Si;Artista;25;Medio;2;30488;1.209;30;1;392;3.0;1
F;Si;46;No;Ejecutivo;25;Medio;5;51280;1.346;30;0;536;4.0;3
M;No;35;No;Funcionario;15;Bajo;3;19875;0.663;30;0;555;4.0;0
F;No;36;Si;Ingeniero;15;Bajo;2;28851;1.146;30;0;481;3.0;0
F;No;28;No;Artista;5;Bajo;1;23077;2.478;30;0;571;4.0;0
M;Si;40;Si;Otros;15;Medio;2;54565;1.376;50;0;303;0.5;1
M;Si;56;Si;Artista;25;Medio;4;53161;0.603;30;0;397;3.0;3
F;Si;52;No;Ingeniero;25;Medio;5;38130;1.346;30;1;312;0.5;1
F;Si;66;Si;Artista;25;Alto;2;64132;1.658;50;1;316;0.5;1
M;Si;58;Si;Ingeniero;25;Bajo;3;104228;1.463;80;0;538;1.0;3
F;Si;84;Si;Servicios;25;Alto;2;122491;15.215;50;0;382;1.0;1
M;Si;41;No;Ingeniero;15;Medio;5;55943;1.721;30;0;412;3.0;0
F;Si;41;Si;Artista;15;Medio;6;96472;1.675;30;0;559;4.0;3
F;Si;34;No;Construccion;15;Medio;2;19351;0.916;30;1;381;3.0;2
M;No;23;No;Negocios/empresa;5;Bajo;5;17313;2.547;30;1;367;3.0;2
M;No;78;Si;Otros;25;Bajo;2;101603;1.717;50;0;393;1.0;1
F;No;30;No;Ingeniero;5;Bajo;4;29465;1.882;30;0;375;3.0;0
M;Si;51;Si;Artista;25;Bajo;2;35412;0.7;50;1;316;0.5;1
M;No;22;No;Funcionario;5;Bajo;5;14527;1.305;30;1;376;3.0;2
F;;24;No;Funcionario;5;Alto;3;18899;2.168;30;0;318;0.5;2
F;No;32;No;Construccion;15;Bajo;6;24164;1.261;30;0;505;4.0;0
F;Si;53;Si;Medico;25;Medio;4;89980;0.876;80;0;460;3.0;3
M;Si;62;No;Negocios/empresa;25;Medio;3;84063;0.994;30;0;443;3.0;3
M;Si;65;Si;Artista;25;Alto;2;33850;1.58;30;0;425;1.0;1
M;Si;42;Si;Medico;25;Medio;2;60533;1.169;50;0;419;3.0;3
F;No;34;Si;Negocios/empresa;15;Bajo;1;31921;1.698;30;1;391;3.0;2
F;Si;53;Si;Artista;25;Bajo;2;81136;0.798;50;1;364;0.5;1
M;Si;42;Si;Otros;25;Medio;3;120774;0.962;200;0;529;4.0;4
M;Si;41;Si;Artista;15;Medio;3;116882;1.146;30;0;380;3.0;3
M;No;31;Si;Funcionario;5;Bajo;4;29456;1.445;30;0;564;4.0;0
M;Si;30;No;Otros;5;Bajo;1;20819;1.468;30;1;390;3.0;2
M;Si;43;Si;Artista;25;Medio;4;90640;2.066;30;0;355;0.5;1
F;Si;96;No;Servicios;25;Bajo;1;115983;1.658;120;1;350;0.5;4
M;No;33;Si;Funcionario;15;Bajo;4;30114;0.824;30;0;403;3.0;0
M;;33;No;Ejecutivo;15;Alto;1;21909;1.652;30;1;357;0.5;2
F;Si;56;Si;Artista;25;Alto;5;85996;1.463;30;0;586;1.0;3
F;No;61;No;Otros;25;Bajo;1;90624;1.091;120;1;377;3.0;4
M;Si;69;Si;Artista;25;Medio;4;96181;0.994;80;0;520;4.0;3
M;Si;92;Si;Servicios;25;Alto;2;68299;0.642;50;0;396;3.0;3
M;Si;45;Si;Ejecutivo;25;Alto;2;53610;2.02;50;0;423;1.0;1
M;No;39;Si;Medico;15;Bajo;1;31380;1.859;30;0;398;1.0;2
F;Si;52;Si;Artista;25;Bajo;2;84111;0.7;50;1;325;0.5;1
M;Si;34;Si;Ingeniero;15;Bajo;2;19515;1.376;30;0;352;0.5;2
M;Si;61;Si;Otros;25;Bajo;2;25557;1.346;30;0;599;1.0;3
M;No;91;Si;Servicios;25;Bajo;1;109198;0.994;50;0;466;3.0;4
M;Si;67;Si;Ejecutivo;25;Alto;2;56573;1.678;50;0;550;1.0;3
F;Si;53;Si;Construccion;25;Bajo;1;29790;1.756;30;0;398;1.0;1
F;No;52;Si;Artista;25;Bajo;1;103991;0.72;50;1;304;0.5;1
M;Si;58;Si;Ejecutivo;25;Alto;4;116295;1.756;80;0;496;1.0;3
M;No;32;No;Medico;15;Bajo;4;29156;1.284;30;1;376;3.0;2
F;Si;55;Si;Artista;25;Medio;4;99788;0.7;80;0;557;4.0;3
M;Si;46;Si;Artista;25;Medio;2;40349;15.215;50;0;507;4.0;3
M;Si;54;Si;Ejecutivo;25;Alto;4;82129;1.365;80;0;415;1.0;1
F;No;31;No;Funcionario;5;Bajo;6;25769;1.882;30;0;344;0.5;2
F;Si;40;Si;Artista;15;Medio;5;126089;1.33;200;0;486;3.0;4
F;No;34;Si;Artista;15;Bajo;2;28403;1.836;30;0;529;4.0;0
M;Si;56;Si;Ejecutivo;25;Alto;4;49539;1.365;30;0;454;1.0;3
M;Si;61;Si;Artista;25;Bajo;3;96450;0.935;80;1;384;3.0;1
M;Si;34;Si;Artista;15;Medio;2;24596;0.824;30;0;331;0.5;2
F;Si;55;Si;Artista;25;Medio;5;119258;1.072;30;0;418;3.0;3
F;Si;80;Si;Servicios;25;Alto;2;52617;1.326;50;0;589;1.0;3
M;No;30;Si;Otros;5;Bajo;1;21839;1.238;30;0;315;0.5;2
F;Si;29;No;Medico;5;Medio;3;24603;1.65;30;1;383;3.0;2
F;Si;41;Si;Artista;15;Medio;3;79125;1.422;30;0;526;4.0;3
F;Si;84;Si;Servicios;25;Alto;2;42469;0.622;50;0;495;3.0;3
M;Si;52;Si;Medico;25;Medio;4;99255;0.564;80;0;553;4.0;3
F;Si;46;Si;Artista;25;Bajo;1;42770;1.424;50;0;483;1.0;3
M;Si;73;Si;Artista;25;Bajo;4;93808;15.215;80;0;324;0.5;1
F;No;46;No;Medico;25;Bajo;1;84921;0.681;120;0;350;0.5;4
M;Si;63;Si;Medico;25;Medio;2;63170;1.424;50;1;339;0.5;1
M;No;31;No;Medico;5;Bajo;4;28095;1.859;30;0;535;4.0;0
M;Si;95;Si;Ejecutivo;25;Alto;2;47557;0.779;50;1;376;3.0;1
M;Si;29;Si;Artista;5;Medio;1;19618;10.635;30;0;491;3.0;0
M;No;36;Si;Funcionario;15;Bajo;1;24879;0.962;30;0;484;3.0;0
F;Si;61;Si;Artista;25;Bajo;1;86316;0.72;50;0;406;3.0;3
F;Si;47;No;Ingeniero;25;Medio;1;41846;1.639;30;1;306;0.5;1
F;Si;76;Si;Artista;25;Medio;9;64592;0.896;30;0;599;4.0;3
M;No;21;No;Medico;5;Bajo;5;13959;13.395;30;0;535;4.0;0
F;No;31;No;Negocios/empresa;5;Bajo;2;26360;0.778;30;0;342;0.5;2
F;No;41;Si;Artista;15;Bajo;2;37174;0.939;50;0;562;4.0;0
M;Si;32;Si;Otros;15;Bajo;2;22167;1.652;30;1;337;0.5;2
F;No;40;Si;Negocios/empresa;15;Bajo;1;53076;0.732;50;0;397;3.0;0
M;No;98;Si;Artista;25;Bajo;1;55029;1.502;50;0;391;1.0;1
M;Si;31;Si;Ingeniero;5;Medio;2;31161;1.79;30;0;432;3.0;0
F;No;31;No;Medico;5;Bajo;4;30802;1.307;30;0;444;3.0;0
F;No;25;No;Servicios;5;Bajo;6;23400;2.133;30;0;579;4.0;0
F;Si;83;Si;Servicios;25;Alto;2;70159;0.818;50;1;361;0.5;1
M;Si;30;No;Otros;5;Medio;3;21051;1.169;30;0;510;4.0;0
F;Si;33;Si;Ingeniero;15;Medio;5;24809;1.468;30;0;392;3.0;0
F;No;21;No;Funcionario;5;Bajo;8;17416;1.995;30;0;557;4.0;0
M;Si;55;Si;Ejecutivo;25;Alto;4;48926;0.798;30;0;420;3.0;3
M;Si;45;Si;Artista;25;Medio;4;29114;1.974;30;1;382;3.0;1
F;No;40;No;Ingeniero;15;Bajo;4;21423;1.215;30;1;368;3.0;2
M;Si;94;No;Servicios;25;Bajo;1;43145;0.974;30;0;574;4.0;3
F;;24;No;Funcionario;5;Bajo;4;23725;1.547;30;0;386;3.0;0
F;Si;66;Si;Servicios;25;Bajo;2;128266;1.209;50;0;445;3.0;3
M;No;33;Si;Funcionario;15;Bajo;1;22355;2.066;30;0;481;3.0;0
F;No;41;Si;Medico;15;Bajo;1;30555;1.1;30;0;579;4.0;0
F;;54;No;Negocios/empresa;25;Medio;3;86463;1.033;30;0;476;3.0;3
M;No;41;Si;Artista;15;Bajo;7;95267;2.043;30;1;382;3.0;2
M;Si;39;Si;Ingeniero;15;Medio;4;20641;1.928;30;0;466;3.0;0
M;Si;65;No;Otros;25;Medio;2;117196;1.6;120;0;383;3.0;4
F;No;22;No;Funcionario;5;Bajo;5;16842;2.927;30;0;522;4.0;0
F;No;54;Si;Ingeniero;25;Bajo;1;121505;1.267;50;1;399;3.0;1
M;Si;68;Si;Ejecutivo;25;Alto;4;76976;1.091;80;1;391;3.0;1
M;Si;40;Si;Ejecutivo;15;Alto;4;67687;1.1;30;0;559;4.0;3
M;Si;56;Si;Funcionario;25;Bajo;2;129104;1.541;50;0;515;1.0;3
F;Si;53;Si;Artista;25;Bajo;2;54491;1.737;50;0;305;0.5;1
M;Si;28;;Artista;5;Bajo;1;30700;2.478;30;0;349;0.5;2
M;Si;97;No;Servicios;25;Bajo;1;44592;0.955;30;1;306;0.5;1
M;Si;42;Si;Otros;25;Medio;2;116736;1.583;50;1;322;0.5;1
M;No;84;Si;Servicios;25;Bajo;2;83087;1.541;50;0;577;1.0;3
F;No;28;No;Ingeniero;5;Bajo;1;27140;2.927;30;1;386;3.0;2
M;Si;78;Si;Artista;25;Medio;2;22303;0.955;30;1;312;0.5;1
F;No;20;No;Funcionario;5;Bajo;5;18833;1.65;30;0;515;4.0;0
M;No;39;No;Funcionario;15;Bajo;1;28038;1.468;30;1;312;0.5;2
F;Si;50;Si;Artista;25;Medio;2;88059;1.052;50;0;573;4.0;3
F;No;20;No;Funcionario;5;Bajo;4;15279;2.202;30;0;415;3.0;0
M;Si;40;No;Ejecutivo;15;Alto;4;94711;1.606;30;1;305;0.5;1
F;No;35;No;Funcionario;15;Bajo;3;20761;0.709;30;0;303;0.5;2
F;No;46;Si;Ingeniero;25;Bajo;7;45817;0.74;30;1;387;3.0;2
M;No;24;No;Funcionario;5;Bajo;5;13929;3.099;30;0;375;3.0;0
F;Si;54;Si;Artista;25;Bajo;2;82941;1.013;50;1;391;3.0;1
M;Si;42;Si;Artista;25;Medio;4;93011;2.066;30;0;522;4.0;3
M;No;40;No;Artista;15;Bajo;4;117990;1.537;30;0;445;3.0;3
M;Si;45;Si;Otros;25;Bajo;1;39376;1.468;50;1;348;0.5;1
F;Si;96;No;Servicios;25;Bajo;1;59131;1.346;30;0;590;4.0;3
M;No;21;No;Funcionario;5;Bajo;6;21209;1.719;30;1;329;0.5;2
F;No;25;No;Servicios;5;Bajo;2;20725;2.616;30;0;310;0.5;2
M;Si;85;No;Servicios;25;Alto;2;119496;1.541;120;0;525;4.0;4
M;No;20;No;Medico;5;Bajo;5;16176;1.029;30;1;346;0.5;2
F;No;51;Si;Artista;25;Bajo;2;112801;1.502;50;0;325;0.5;1
F;No;22;No;Funcionario;5;Bajo;5;19891;1.236;30;0;579;4.0;0
F;No;30;Si;Funcionario;5;Bajo;5;28136;0.732;30;0;381;3.0;0
F;Si;63;Si;Artista;25;Alto;3;129161;1.756;80;0;399;1.0;4
M;Si;58;Si;Artista;25;Medio;2;94458;0.779;50;0;351;0.5;1
M;Si;41;No;Otros;15;Bajo;3;88193;1.56;30;1;385;3.0;1
F;No;20;No;Servicios;5;Bajo;6;14958;1.788;30;1;327;0.5;2
M;No;25;No;Funcionario;5;Bajo;5;18060;2.823;30;0;503;4.0;0
F;No;30;No;Funcionario;5;Bajo;2;21622;1.261;30;0;481;3.0;0
F;No;41;Si;Funcionario;15;Bajo;3;124241;0.686;200;0;423;3.0;4
M;No;36;Si;Otros;15;Bajo;2;19840;1.284;30;0;464;1.0;0
M;No;35;Si;Funcionario;15;Bajo;3;28492;0.755;30;0;445;3.0;0
F;No;35;No;Medico;15;Bajo;4;28211;1.629;30;0;406;3.0;0
M;Si;40;Si;Artista;15;Medio;2;84099;0.847;50;0;321;0.5;1
M;Si;47;Si;Artista;25;Bajo;2;30704;1.111;30;0;560;4.0;3
M;Si;45;Si;Artista;25;Bajo;2;27030;0.778;30;0;371;3.0;3
M;Si;67;No;Ingeniero;25;Medio;4;82014;1.463;30;1;359;0.5;1
M;Si;68;Si;Otros;25;Medio;6;116679;1.267;30;1;319;0.5;1
M;No;42;Si;Medico;25;Bajo;3;113908;1.077;30;1;303;0.5;1
F;No;45;Si;Artista;25;Bajo;1;31886;1.215;30;0;342;0.5;1
M;Si;50;Si;Artista;25;Medio;4;56622;1.111;80;0;494;3.0;3
F;No;29;No;Construccion;5;Bajo;6;29309;1.857;30;0;418;3.0;0
M;No;30;No;Negocios/empresa;5;Bajo;4;31987;2.066;30;0;543;4.0;0
M;No;40;No;Ingeniero;15;Bajo;3;75360;0.709;30;1;336;0.5;2
F;Si;77;Si;Artista;25;Bajo;3;105697;1.697;80;0;342;0.5;1
M;Si;28;;Artista;5;Bajo;1;18004;1.995;30;0;519;4.0;0
F;Si;44;Si;Ingeniero;25;Medio;2;117131;1.491;50;0;355;0.5;1
M;Si;53;Si;Artista;25;Bajo;1;129085;0.896;50;1;312;0.5;1
F;No;23;No;Funcionario;5;Bajo;3;23459;1.443;30;1;400;3.0;2
F;Si;36;Si;Construccion;15;Medio;3;25801;1.629;30;1;383;3.0;2
F;No;32;Si;Artista;15;Bajo;7;31604;1.537;30;0;434;3.0;0
M;No;20;No;Funcionario;5;Bajo;2;16514;1.65;30;1;313;0.5;2
M;No;35;Si;Funcionario;15;Bajo;5;28777;1.054;30;1;392;3.0;2
M;No;36;No;Funcionario;15;Bajo;5;18950;1.077;30;0;303;0.5;2
M;No;34;No;Funcionario;15;Bajo;8;19789;1.008;30;0;439;3.0;0
M;Si;52;No;Artista;25;Medio;5;97111;0.935;30;1;359;0.5;1
M;Si;69;Si;Artista;25;Medio;3;67491;1.756;80;1;334;0.5;1
M;Si;47;No;Artista;25;Bajo;1;66749;1.346;30;0;329;0.5;1
F;No;25;No;Negocios/empresa;5;Bajo;4;24494;2.064;30;0;466;3.0;0
M;No;30;Si;Artista;5;Bajo;4;25265;1.675;30;0;502;4.0;0
M;Si;50;Si;Ejecutivo;25;Alto;3;59738;1.678;80;0;389;1.0;1
M;No;23;No;Medico;5;Bajo;3;18563;1.754;30;1;385;3.0;2
F;Si;63;No;Ingeniero;25;Bajo;1;42724;1.658;30;0;377;3.0;3
M;Si;42;No;Medico;25;Medio;5;24671;1.077;30;0;376;3.0;3
M;No;21;No;Funcionario;5;Bajo;3;13437;2.754;30;0;536;4.0;0
F;No;29;Si;Artista;5;Bajo;1;29995;2.271;30;0;384;3.0;0
F;;44;Si;Construccion;25;Bajo;1;47815;1.169;50;0;438;3.0;3
M;No;23;No;Funcionario;5;Bajo;2;17161;2.685;30;0;588;4.0;0
M;Si;40;Si;Artista;15;Bajo;2;96248;1.997;50;0;408;1.0;1
M;No;30;Si;Funcionario;5;Bajo;5;27208;1.514;30;1;377;3.0;2
F;No;65;Si;Artista;25;Bajo;1;48588;1.17;50;0;327;0.5;1
M;No;21;No;Funcionario;5;Bajo;3;12341;1.685;30;0;407;3.0;0
M;Si;32;No;Ejecutivo;15;Medio;2;22966;1.997;30;0;441;3.0;0
F;No;56;Si;Servicios;25;Bajo;1;82231;1.58;50;1;366;3.0;1
F;Si;79;Si;Medico;25;Alto;2;87781;0.857;50;0;355;0.5;1
M;Si;73;No;Servicios;25;Alto;2;61890;0.642;30;0;428;3.0;3
F;Si;31;Si;Ejecutivo;5;Alto;2;18561;1.031;30;0;592;4.0;0
M;No;29;Si;Funcionario;5;Bajo;1;20763;2.582;30;0;441;3.0;0
M;No;20;No;Funcionario;5;Bajo;6;23678;2.478;30;0;370;3.0;0
M;No;25;No;Funcionario;5;Bajo;8;29116;2.651;30;0;305;0.5;2
F;Si;50;Si;Artista;25;Medio;5;69803;1.6;30;0;494;3.0;3
F;Si;96;No;Artista;25;Bajo;1;120231;1.267;120;0;360;0.5;4
F;No;75;Si;Medico;25;Bajo;1;73726;0.661;50;0;520;4.0;3
M;No;20;No;Funcionario;5;Bajo;3;22477;2.064;30;0;448;3.0;0
M;No;25;No;Funcionario;5;Bajo;4;22983;2.616;30;0;350;0.5;2
M;No;39;Si;Artista;15;Bajo;1;22556;1.836;30;0;404;1.0;2
F;Si;33;No;Ingeniero;15;Medio;8;30158;1.169;30;0;424;3.0;0
M;Si;46;No;Artista;25;Bajo;2;100006;1.091;120;0;579;4.0;4
M;No;51;Si;Artista;25;Bajo;2;22873;1.697;30;0;354;0.5;1
F;No;25;No;Funcionario;5;Bajo;4;25880;1.236;30;0;439;3.0;0
M;Si;47;Si;Artista;25;Bajo;1;28686;0.681;30;0;362;0.5;1
F;No;22;No;Otros;5;Bajo;6;23402;1.892;30;0;407;3.0;0
F;No;30;Si;Funcionario;5;Bajo;1;19802;1.698;30;0;420;3.0;0
M;Si;90;Si;Servicios;25;Bajo;1;35588;0.779;50;0;517;4.0;3
F;No;28;No;Medico;5;Bajo;4;19635;1.236;30;0;336;0.5;2
F;Si;78;Si;Servicios;25;Alto;2;44833;0.622;50;0;406;3.0;3
F;Si;39;Si;Artista;15;Bajo;2;21619;0.847;30;0;444;3.0;0
M;No;21;No;Funcionario;5;Bajo;4;20416;3.03;30;0;541;4.0;0
M;No;25;No;Funcionario;5;Bajo;9;22609;2.892;30;0;577;4.0;0
M;No;22;No;Funcionario;5;Bajo;1;19475;2.409;30;0;460;3.0;0
M;Si;39;Si;Ejecutivo;15;Alto;4;23212;1.445;30;1;331;0.5;2
F;Si;36;No;Ingeniero;15;Alto;3;18741;1.56;30;0;304;0.5;2
F;Si;58;Si;Artista;25;Medio;3;83780;1.482;80;0;494;3.0;3
F;No;41;Si;Ingeniero;15;Bajo;1;75775;1.721;50;0;481;1.0;3
M;Si;43;Si;Artista;25;Bajo;1;69806;0.893;50;0;363;0.5;1
M;Si;89;No;Servicios;25;Alto;2;122989;0.974;120;0;582;4.0;4
F;Si;72;No;Ingeniero;25;Medio;2;127636;1.443;120;1;385;3.0;4
M;Si;41;;Otros;15;Bajo;1;60854;1.744;30;1;340;0.5;1
M;No;31;Si;Artista;5;Bajo;6;24986;1.951;30;0;574;4.0;0
F;Si;66;Si;Construccion;25;Bajo;4;124066;0.622;80;0;591;4.0;3
M;Si;53;Si;Otros;25;Bajo;3;68374;1.228;80;0;599;1.0;3
M;Si;47;Si;Otros;25;Medio;3;25502;1.013;30;0;481;3.0;3
F;Si;91;Si;Servicios;25;Bajo;1;107357;1.228;50;0;588;1.0;4
F;No;42;Si;Artista;25;Bajo;1;25506;1.537;30;0;417;1.0;1
F;Si;42;Si;Artista;25;Medio;2;101017;2.02;50;1;322;0.5;1
M;Si;79;Si;Ejecutivo;25;Alto;2;93323;1.248;50;0;377;1.0;1
M;Si;57;Si;Artista;25;Medio;4;69197;1.209;80;0;574;4.0;3
F;No;32;Si;Funcionario;15;Bajo;3;20763;0.709;30;1;378;3.0;2
F;No;36;Si;Medico;15;Bajo;6;26263;1.675;30;0;372;1.0;2
F;No;44;Si;Funcionario;25;Bajo;1;57328;1.606;50;1;323;0.5;1
F;No;35;Si;Artista;15;Bajo;7;29756;1.813;30;1;333;0.5;2
F;No;28;Si;Funcionario;5;Bajo;1;26609;2.996;30;0;510;4.0;0
M;No;39;No;Artista;15;Bajo;1;31275;2.066;30;0;383;3.0;0
F;No;31;No;Construccion;5;Bajo;1;26948;1.123;30;0;409;3.0;0
M;Si;40;Si;Artista;15;Medio;5;128061;1.859;200;0;451;3.0;4
F;No;40;Si;Artista;15;Bajo;1;124952;1.928;50;1;354;0.5;1
M;Si;28;Si;Artista;5;Bajo;4;23289;2.651;30;0;316;0.5;2
F;Si;39;Si;Artista;15;Medio;2;28802;1.514;30;0;482;3.0;0
F;No;22;No;Negocios/empresa;5;Bajo;4;12167;2.513;30;0;534;4.0;0
M;Si;39;No;Ejecutivo;15;Alto;3;31673;0.962;30;1;338;0.5;2
F;No;43;No;Ingeniero;25;Bajo;1;76636;0.663;120;1;392;3.0;4
M;Si;56;No;Otros;25;Medio;3;56126;1.482;30;1;397;3.0;1
M;Si;22;No;Funcionario;5;Medio;4;17424;1.961;30;0;576;4.0;0
F;No;54;Si;Artista;25;Bajo;1;55297;0.7;50;0;396;3.0;3
M;Si;43;Si;Funcionario;25;Bajo;3;35948;1.675;30;0;352;0.5;1
M;Si;76;Si;Ejecutivo;25;Bajo;2;118727;11.305;50;0;489;1.0;3
F;No;29;Si;Otros;5;Bajo;2;30293;1.926;30;0;387;3.0;0
F;Si;28;Si;Ingeniero;5;Medio;2;22608;2.616;30;0;404;3.0;0
F;No;46;No;Artista;25;Bajo;1;71961;1.033;30;0;520;4.0;3
M;Si;83;No;Ejecutivo;25;Bajo;1;113938;1.404;120;0;464;3.0;4
F;Si;41;Si;Construccion;15;Alto;2;90351;1.79;50;0;554;1.0;3
F;Si;85;Si;Artista;25;Alto;2;45451;0.583;50;0;310;0.5;1
M;Si;47;Si;Ejecutivo;25;Alto;4;101125;1.678;80;0;520;1.0;3
M;Si;66;Si;Ejecutivo;25;Alto;4;26241;0.935;30;0;428;3.0;3
M;Si;91;Si;Artista;25;Alto;2;126982;0.915;50;0;388;3.0;4
M;No;31;Si;Artista;5;Bajo;4;26623;1.79;30;0;520;4.0;0
F;Si;67;Si;Medico;25;Medio;4;50324;0.622;30;0;586;4.0;3
F;Si;51;Si;Servicios;25;Bajo;2;66685;1.658;50;0;488;1.0;3
M;Si;40;No;Ejecutivo;15;Alto;3;128823;1.192;200;0;552;4.0;4
F;Si;61;Si;Artista;25;Medio;2;126576;1.306;50;1;344;0.5;1
F;Si;51;Si;Artista;25;Medio;4;110340;0.74;80;1;354;0.5;1
F;Si;47;Si;Artista;25;Medio;2;79106;1.678;50;0;334;0.5;1
M;Si;39;No;Medico;15;Bajo;1;24958;1.767;30;0;534;4.0;0
M;Si;30;Si;Otros;5;Bajo;1;27005;1.422;30;0;508;4.0;0
M;Si;50;Si;Artista;25;Bajo;1;40122;1.326;50;0;397;1.0;1
F;Si;46;No;Otros;25;Bajo;6;110892;0.564;30;0;390;3.0;3
F;Si;91;Si;Servicios;25;Alto;2;44394;1.737;50;0;452;1.0;3
F;No;41;Si;Funcionario;15;Bajo;1;84337;1.813;50;0;322;0.5;1
M;Si;46;Si;Artista;25;Medio;3;36738;0.994;30;0;383;3.0;3
F;Si;88;No;Servicios;25;Alto;2;67576;1.404;30;0;569;4.0;3
F;No;20;No;Funcionario;5;Bajo;5;12323;14.775;30;0;565;4.0;0
M;Si;63;Si;Otros;25;Bajo;2;76535;0.779;50;1;395;3.0;1
F;No;47;Si;Artista;25;Bajo;1;28295;0.955;30;1;354;0.5;1
F;No;36;No;Construccion;15;Bajo;1;24545;2.043;30;1;362;0.5;2
M;No;42;Si;Medico;25;Bajo;1;94028;0.824;50;0;576;4.0;3
M;Si;50;Si;Artista;25;Alto;4;34607;1.072;30;0;531;4.0;3
M;Si;79;Si;Servicios;25;Alto;2;23124;1.58;30;0;399;1.0;1
F;Si;47;Si;Medico;25;Bajo;2;53380;0.759;50;0;325;0.5;1
F;No;32;Si;Construccion;15;Bajo;1;27645;2.02;30;0;501;4.0;0
M;Si;52;No;Otros;25;Medio;6;123214;1.561;200;0;439;3.0;4
M;Si;45;Si;Ejecutivo;25;Bajo;2;124028;2.043;50;0;336;0.5;1
M;No;30;Si;Artista;5;Bajo;3;20155;1.261;30;0;578;4.0;0
F;Si;39;Si;Artista;15;Medio;2;31539;1.997;30;0;482;3.0;3
F;No;28;Si;Artista;5;Bajo;2;20504;1.857;30;0;461;3.0;0
